,0
226,34055.256719767174
227,2988.967810819021
228,11841.587142892076
229,28347.769125493734
230,16774.5640793271
231,47498.99399981563
232,19553.833502979884
233,-11892.930451864235
234,7466.930268427313
235,13870.148830499693
236,16045.567848905797
237,14481.315491452233
238,52658.47484335497
239,-4886.171419957507
240,10015.515983004712
241,-286.60052703015026
242,11588.067990901014
243,-21225.719707991848
244,-2474.688619628827
245,4633.918949028419
246,-17025.646402224607
247,14698.308903891775
248,8164.534917935249
249,8728.89421939793
250,85270.32324047132
251,32261.13092232171
252,-15353.709602764506
253,-3224.5330587243297
254,2186.001161175456
255,5618.692521312456
256,1284.0995567485443
257,3309.563057132924
258,11887.666178972942
259,3392.073684556999
260,10065.749305368121
261,46398.57532049832
262,7103.46312989582
263,20522.923837168517
264,-13148.14450079856
265,26302.05397497559
266,-3884.3354167594953
267,-539.6388042861508
268,550246.113837409
269,-2030.5951177917104
270,53621.73459645595
271,61104.37546109101
272,8.692089843445501
273,79108.69520617514
274,27918.230906652592
275,466.50807190112573
276,44073.65650048778
277,-9104.198676477456
278,15431.789593839865
279,49727.68741232059
280,35477.31297421314
281,13471.259467911523
282,-5859.757722271475
283,796.9631545522298
284,1433.7326931095213
285,33089.5169785712
286,191897.25819861938
287,2438.702040957127
288,-4819.524002787932
289,3038.9108990973473
290,10491.617367458597
291,10111.390311798663
292,21833.180651713963
293,-769.2959624275263
294,18640.873070839756
295,93235.5805098415
296,24174.80056639178
297,11663.996073416165
298,47847.26694659851
299,11068.192540557695
300,9916.939517645233
301,3457.2209948370028
302,3242.658206424273
303,32379.090790334118
304,36060.406020627175
305,6396.869196667651
306,69246.67169394426
307,18850.138032334937
308,4925.625559571957
309,2352.667022046162
310,114826.69457151889
311,127994.62211334652
312,-4425.409735644214
313,-4553.692482772294
314,-3835.820535343373
315,-2053.1574768299815
316,23322.076638266182
317,2090.4707497906475
318,37253.78179960731
319,83821.98488412552
320,-13758.807485621419
321,2679.7440364042577
322,98456.02544698877
323,-20030.805308289047
324,-117.29240334120914
325,-20201.80102652749
326,9061.42590665706
327,-5256.596199421294
328,3568.4383186739333
329,4888.840795332429
330,33732.94475183398
331,8870.361739194113
332,16254.01313105852
333,929.5950577231579
334,-5962.187119569338
335,19886.469017035124
336,31995.427173481
337,1554.8825528247871
338,-26358.694645798754
339,58789.2161432314
340,100110.58305614383
341,3676.8652860022185
342,33204.67752314868
343,13770.533076362022
344,8890.236907243838
345,7490.7017971706955
346,4759.450105178677
347,2741.2391835136414
348,29829.714301097778
349,-2792.022296091216
350,115329.90584031782
351,6443.276231940358
352,18999.48479357546
353,22325.44297614939
354,-3727.1137610853602
355,-4081.8163503659907
356,26631.07062386265
357,161667.57335246814
358,40433.29725330845
359,49466.702016751384
360,5434.9098694516015
361,-13209.314051846148
362,6385.078642710266
363,19472.87539136882
364,3765.8016186971536
365,26522.194571667344
366,27157.75445481659
367,410677.08205074264
368,-7942.583792326397
369,-81422.21210956485
370,18016.264351718342
371,-15928.414258070574
372,6428.2464989470855
373,5855.80343686629
374,-25460.250470185067
375,37061.00969530655
376,106924.28529640225
377,12997.529459680029
378,7735.40567980909
379,3809.862160709692
380,18014.164802542116
381,2617.110535790005
382,32247.514364397124
383,-5906.746443730139
384,21297.84980098176
385,22163.5874413235
386,4286.733881626394
387,32901.54111577313
388,36578.78632710365
389,158634.56133371659
390,3631.578214139058
391,46376.18306355688
392,17047.174150331986
393,7099.444668959002
394,-6319.264124477188
395,4099.732045093438
396,17852.190244527643
397,-1541.5245277066697
398,20418.002891747656
399,25562.629812769996
400,66100.48095710146
401,-353.21612394407566
402,27617.91414241681
403,-9699.310229139162
404,-8913.047611644135
405,-10379.057931843945
406,31149.864330454795
407,8768.684803779764
408,-8101.456755405365
409,1840.1453823090687
410,4670.568080665335
411,-301.9070631099203
412,19078.1327158715
413,38964.352220632005
414,-362.4605195625172
415,7809.669226217453
416,-7194.245215073599
417,39890.96722733276
418,-2030.7336543236706
419,34940.66005687631
420,5330.101370571876
421,32326.337397410913
422,20680.68266235224
423,24606.835967747076
424,-6565.716360876937
425,30915.40612754255
426,25780.675287142185
427,-20056.437200029377
428,6257.748405810253
429,12402.59879712018
430,5192.41505424142
431,53957.69751290721
432,-12393.882559105976
433,46310.73687071336
434,13108.100919339904
435,10968.983258526234
436,-1009.5636160413796
437,23507.37494536145
438,11067.71009291381
439,19829.321743516302
440,19878.71684974273
441,18950.065934580987
442,17555.667493654117
443,82318.53693217148
444,37043.36042086902
445,4160.148872550325
446,-8783.635790935146
447,1195.1002213348547
448,9308.021710267036
449,8061.138897908357
450,4935.641617649962
451,36305.81085453323
452,23563.733160378215
453,22037.722842566138
454,61874.9120217444
455,-11578.462623708834
456,8573.172313830775
457,3648.691585638624
458,15857.145929595048
459,12416.11258037996
460,587.6754161296976
461,-4511.718314089783
462,25059.150047512798
463,-15214.960468284062
464,4162.761505336175
465,20202.907274082383
466,96517.09244192163
467,13578.978410246935
468,3460.30234570376
469,20457.900483966463
470,6959.725762167387
471,3451.179934776451
472,3954.2302846490375
473,1476.267046456238
474,6935.447057149913
475,11782.457661725766
476,8588.23196493963
477,523340.42199771735
478,-5770.007897010182
479,11140.993436670457
480,13856.544395298206
481,-15348.464861628712
482,2847.1879368472037
483,12060.201902485733
484,13243.199572186806
485,12641.497602230065
486,27687.650423870033
487,10591.708104962014
488,30488.267149068477
489,37178.726784054954
490,32912.237922039436
491,28451.184985906137
492,-3532.4051397353433
493,5356.920178289623
494,-4510.497530988414
495,11566.979442281407
496,21784.77230136793
497,21607.1149508252
498,2217.741993399235
499,2318.8748589606803
500,-9600.37820652272
501,20545.0478996495
502,-9709.853843002602
503,9432.370363048576
504,14377.409436300035
505,9276.386352559244
506,13979.808044509822
507,-14370.751168110663
508,74408.25149091533
509,-3882.5344986274868
510,8484.760547543165
511,17919.05260548936
512,8197.2200158076
513,19944.06584984088
514,27886.121318951093
515,9886.592946341449
516,6438.106321670211
517,14951.080493257028
518,7651.482342191097
519,39046.97691957538
520,824.9225711756753
521,-12681.586663614373
522,11492.580826186993
523,18669.34744920711
524,-4671.948819219431
525,25658.180720949378
526,23050.27900513854
527,28254.439247770897
528,14347.268806175769
529,-24175.19266760424
530,-4891.635804642914
531,27860.84872148219
532,25506.460486290096
533,21386.369168479745
534,2706.8742822691847
535,63874.50726917022
536,-5635.568580313178
537,45876.176993217814
538,23003.59998034133
539,6996.490936887276
540,-6147.275693282809
541,13755.658253828176
542,27294.21942970724
543,8787.424127833372
544,10334.413816731694
545,10182.76544560274
546,-6212.668754844028
547,15819.434901142457
548,78573.80842617355
549,-9133.520207228645
550,-8501.946937727978
551,1518.0091980152902
552,7631.658637126019
553,4817.032145795572
554,35473.402279367845
555,4547.667316326571
556,24813.110889848453
557,16007.107143529607
558,21095.15366629717
559,8250.578001892402
560,15569.095569251356
561,4402.083786185113
562,8090.166518746133
563,-19815.76296702396
564,27863.719914280016
565,22676.502646476816
566,92933.40436798231
567,148.91520730137563
568,29183.056086210872
569,79514.29123526734
570,7577.904918807863
571,5826.957476472522
572,4074.124206666649
573,14474.677213724244
574,17630.62556821482
575,-1611.3726048676635
576,31894.596986786608
577,6667.21545826619
578,-3619.541001364076
579,-898.491622358335
580,-9344.954388549806
581,3641.6823753667777
582,35627.81512970857
583,4903.282772916885
584,3162.932946975261
585,20119.574550299127
586,16694.69098542005
587,-12875.402728667796
588,14214.485748677482
589,27346.464227712808
590,16891.662316940878
591,4682.056050985122
592,13805.974051320776
593,10667.730219312904
594,14946.752532980929
595,24459.974434811564
596,2505.227023931704
597,1557.1004061398853
598,20906.90301765846
599,13510.872929010278
600,10354.9519827154
601,18189.10931059462
602,2203.8086865580044
603,-3979.8413995664196
604,18985.359114608615
605,375691.5253266073
606,3836.176476230191
607,69988.89932110529
608,4417.355300384509
609,191243.72171860188
610,8796.169770838525
611,-7441.6809493350775
612,430255.89361815073
613,23379.886540328276
614,53689.734874527945
615,17674.952685505505
616,-5341.029040097941
617,91071.04630022026
618,8932.077942514941
619,6394.821737663745
620,18505.333492456506
621,19125.04748188527
622,9983.199314094416
623,-4986.63542046409
624,68943.24053866739
625,-8356.440275623881
626,33829.080668242634
627,2889.842880648457
628,-3612.05066868812
629,52395.16826866982
630,2595.195286589649
631,9994.39378080754
632,1538.665977273593
633,15885.951865554583
634,22332.801722512177
635,9290.147581567715
636,1347.0238844902033
637,8616.831062711602
638,2918.8654309417316
639,-1889.6852479870413
640,28679.486467970433
641,15654.796592781735
642,15178.40865011685
643,-16757.44852841468
644,-4275.770872196637
645,25556.776776207647
646,-2551.6816027049717
647,-2368.883776935383
648,28611.31717344854
649,3692.9514079231903
650,8734.855514303961
651,71964.88576295019
652,82685.65207331853
653,2326.124754918006
654,20050.696487088542
655,-991.9102080667672
656,4067.3121324204258
657,2869.344184956234
658,25398.677296212423
659,148261.0928307506
660,2438.317945309467
661,10010.604383611435
662,120908.14890134518
663,81850.76020911463
664,4725.489286112245
665,12900.44618684776
666,48264.35115814673
667,9445.89623373157
668,13548.085726425965
669,-15433.24719739629
670,53467.94071067254
671,-8848.149855336353
672,50780.08860393369
673,8959.206253024131
674,-5833.344829235812
675,15844.108805731761
676,2401.3308541826864
677,11234.279803389754
678,-598.3806853882834
679,-513.9407268809773
680,13076.02078073976
681,4498.11858392848
682,10203.03025302079
683,11828.346262951469
684,4904.025965830653
685,6404.30239796521
686,2947.502603552148
687,-9142.68774398549
688,5458.913170746751
689,10902.332609141235
690,203271.4273262126
691,7589.6327406359
692,9310.45865280508
693,-2790.2186424405463
694,17540.7421004427
695,7561.449892954071
696,-10609.02815757013
697,7839.538143608001
698,-285.6356407636322
699,34091.844834117015
700,15268.878820464524
701,564.2948778294667
702,-2366.506507089045
703,-556.0841943063824
704,10914.12192096982
705,160946.13880318534
706,1905.0769129548553
707,14292.554526982753
708,2086.7950734791084
709,9016.814037623202
710,-30412.284839560332
711,25275.390096308132
712,45792.702493206205
713,10778.078352387774
714,50117.173630472156
715,119189.00715702026
716,86414.37523581366
717,11637.569919774365
718,-3434.8230296627025
719,55752.41625127116
720,11406.976148553358
721,35378.4092828773
722,22146.990443467646
723,5380.006480120582
724,7934.369320806194
725,17405.755559617894
726,-2644.542495350888
727,7897.942376201359
728,-2895.6161922986157
729,-9065.263734417156
730,-11493.878404034294
731,6043.868258821956
732,11618.988617470055
733,110280.24813890521
734,21915.663809770682
735,21264.57366848411
736,11623.012216079245
737,12123.793872088723
738,-4892.949729263319
739,1260.4394457868857
740,7306.59892902557
741,16051.360564755716
742,-8159.298300494251
743,11163.782518074135
744,24697.1584141395
745,-5823.485973413284
746,4397.869239271836
747,292002.26900055876
748,60057.40674257629
749,-26716.023135780157
750,-3346.395684823101
751,19907.415022713016
752,3327.500430442783
753,-12196.323631147232
754,1081.0713410572043
755,21450.899704429547
756,-5317.598145844597
757,9524.13750561689
758,9622.406505663368
759,2160.482807892029
760,39336.883406006666
761,15064.781497963068
762,7838.680874180884
763,26392.71514357783
764,2974.7533014449655
765,5222.09901974369
766,40081.97218564215
767,134112.76167774643
768,-3373.045021180149
769,6747.361684622601
770,10005.226486905049
771,5176.95363784902
772,11210.184928432116
773,-7850.624216858669
774,-7912.9173637347485
775,-6918.517149731742
776,23550.063727824618
777,10910.802421765973
778,11180.399564383973
779,89962.05198544265
780,5212.092302038672
781,52912.74859653703
782,27369.817688699255
783,50411.1155721344
784,-3078.5696164481815
785,93955.26789510559
786,6090.081983667884
787,14063.40520123659
788,1425.4825637100766
789,35762.51418043747
790,8344.03700325919
791,-19324.03880324431
792,23389.735583771064
793,37124.72484634069
794,-22313.321969040113
795,3025.4124851611623
796,19565.72614850468
797,37532.43892229741
798,-5220.664777922688
799,-1913.3632510230727
800,-2505.8337953370683
801,5455.571457011715
802,-7798.261340125726
803,24024.461056413005
804,-3333.870564197541
805,19267.718249056696
806,-8292.603904865402
807,47686.165881670575
808,36348.648430863606
809,1131.0524121416838
810,15459.809205071073
811,117202.49024534931
812,1317.6295845683453
813,33661.495395869766
814,320.806911341635
815,19111.826902291003
816,-21708.240824921802
817,3066.6990770198145
818,-2218.2241055558316
819,27116.935125683754
820,-6439.944424080491
821,71940.21388094148
822,-5289.364590981613
823,2041.621174279524
824,12952.755458802614
825,20998.425458058886
826,3458.700476069528
827,11321.379028665724
828,11694.297358736407
829,10386.723042225896
830,130170.97953299257
831,22020.75356243205
832,10609.083760574347
833,-5003.827096487226
834,-12638.611587079893
835,-106.55600525723275
836,-4561.76213754848
837,14030.396547325821
838,5484.015947275604
839,2063.715951140737
840,29543.900977563157
841,8609.947906344905
842,10916.718916118316
843,110307.14819716508
844,2827.9130382068724
845,8040.488788367416
846,9275.30618056525
847,16850.030149638438
848,30390.63629108755
849,21198.395903882825
850,3656.1457471990598
851,-6564.899631813794
852,1850.9477701432406
853,12076.93815969154
854,23358.48572492831
855,11511.30760810209
856,221890.33626470593
857,10107.729891443676
858,1200.8269925632812
859,13355.285887035105
860,792.8601767878827
861,10600.56759663617
862,40637.85043304649
863,1811.2571215833614
864,29528.224603975264
865,-3197.8254889698637
866,8878.199984813404
867,-4075.1776067302435
868,20273.928529323002
869,3163.484239564448
870,1295.2512546698053
871,25481.425275830756
872,1211.2046188487875
873,22292.179734445584
874,14861.81085979558
875,14185.993154317333
876,5140.237797747382
877,1733.0653605378975
878,86646.62032952189
879,26420.346339046402
880,17559.579403303356
881,-1798.8800532545501
882,-528.6392829103788
883,3594.0969346509764
884,13291.562182191734
885,8869.630428993818
886,3117.434100695322
887,17511.90435344701
888,7854.850439066603
889,12732.725423951473
890,8136.668660835319
891,2390.771006192248
892,15180.524312035077
893,61010.29471124997
894,-1009.3454824198288
895,125100.76159749522
896,3498.6964501207594
897,466.89878003876765
898,25659.695312421398
899,90599.67725052703
900,6743.18215332072
901,-4529.3411817550295
902,11910.053615707957
903,17400.291076373866
904,6599.727703627148
905,11780.430415959607
906,66571.42050771824
907,3012.082912010482
908,5077.40596973531
909,596322.2530736407
910,119398.55353045663
911,35925.503812870695
912,40068.613123516625
913,15874.24273636112
914,85528.23041138229
915,6358.895482737151
916,90004.46935581071
917,1849.9798191699629
918,514726.2713569599
919,62893.16112915438
920,-6338.560063315432
921,2192.112774377474
922,3477.0259458508417
923,4715.416864459125
924,-3324.2905349672164
925,241.2881968517686
926,24053.252279455748
927,7451.524931591221
928,-2062.0923006783214
929,-10980.81327106608
930,-10437.188477611278
931,-11114.424576876292
932,15077.867766657308
933,13524.947334553917
934,1549.871887857922
935,7802.811342992492
936,117341.61093776693
937,104826.13783245008
938,6479.1247741765455
939,21371.359883972054
940,-13916.629875652758
941,-6689.1079023789025
942,10337.08349981088
943,12581.696850466384
944,11515.068499025123
945,7684.171686267968
946,3028.7782807884178
947,14159.16676922939
948,23604.724419734353
949,2339.560550483129
950,39085.787669943806
951,16855.953096429952
952,4880.849394904318
953,20998.773035183753
954,-684.4740645941165
955,-4166.223862346684
956,2328.015263781206
957,-12503.517387095595
958,44230.5984094305
959,15366.137718083823
960,368.35292480888893
961,74.56934271074533
962,23617.025628443997
963,4542.071460170667
964,-1456.4853771124199
965,5718.04912664993
966,133108.51100258465
967,19639.172542402892
968,-19112.752052027765
969,21122.129507077174
970,23837.21342343605
971,12004.776751116804
972,-9061.77155130024
973,-1831.5992396190013
974,10581.924354916615
975,-6745.864795990714
976,117985.92311022345
977,4345.667932009604
978,-12005.80743166176
979,16251.15932907884
980,-7379.428222637249
981,3646.42860011187
982,109045.06207088575
983,18630.035607820002
984,-363.9304560020664
985,329466.31450173375
986,7160.624660549627
987,17804.57107179852
988,-3673.239074904217
989,4582.257048673772
990,10547.296629329358
991,84540.12096450831
992,-2675.1700364869685
993,1028.961356951997
994,-5275.17605567707
995,10162.72035076764
996,11867.063958008323
997,123582.12838929225
998,47715.499678769134
999,671.6719226992009
1000,10232.470562947145
1001,33196.75639408034
1002,98661.28233801507
1003,8108.042982553331
1004,8384.36062639439
1005,4020.956518144476
1006,-10143.596436565582
1007,13873.793378816732
1008,8806.341716724968
1009,14518.496539983606
1010,11324.375997819743
1011,12095.973346263972
1012,294059.1700601309
1013,-2910.177870569407
1014,39762.330945595524
1015,7727.690203591663
1016,19216.684966925837
1017,27646.087467123725
1018,13684.74512855105
1019,95564.79505688511
1020,14914.312115151872
1021,3998.8396491191234
1022,8837.011617935907
1023,31290.273447322514
1024,11113.903202604117
1025,85530.33227897693
1026,110823.111650878
1027,86088.80342263776
1028,21337.32584046822
1029,44725.19897460261
1030,12224.869812185507
1031,-9927.678168632927
1032,18779.710285861263
1033,-15705.05093128124
1034,25565.298904734635
1035,-7212.309301977784
1036,14258.26131418212
1037,46233.11449082654
1038,149366.3010611205
1039,18499.04199600777
1040,15635.36704905731
1041,19237.884515000216
1042,26069.904686548834
1043,10864.759800777803
1044,15870.154273607539
1045,11023.840944659982
1046,-1914.2882994417832
1047,8819.025929769508
1048,5498.698383008976
1049,-389.93719262484046
1050,5862.23091031172
1051,16228.150603615182
1052,6767.476774065952
1053,86785.80180609466
1054,-3256.3174033658815
1055,-7494.4803723397345
1056,17215.910624425083
1057,178.12343471037457
1058,6062.539613801447
1059,16216.846021454856
1060,20511.341347643454
1061,154.84784524314637
1062,-11554.172161661721
1063,-4914.567128074652
1064,85343.86970223222
1065,1372.3401457263699
1066,-5261.134648023111
1067,40722.19113455985
1068,5981.357724341134
1069,-3898.897015239949
1070,-17761.191559707313
1071,5311.336546490053
1072,27010.55092739209
1073,14219.770693126062
1074,-9513.755652899174
1075,11766.810841244896
1076,128732.5954992192
1077,47990.31383051591
1078,10298.850916906651
1079,19074.579076748334
1080,-4429.241880958432
1081,1871.7016943535
1082,11084.387264985087
1083,9801.243522460107
1084,-14682.45836172119
1085,51711.14376511163
1086,4116.593397858695
1087,14214.97697506382
1088,18816.821041107407
1089,27247.263711187792
1090,-20578.45471391025
1091,5534.991249315219
1092,68429.47092157569
1093,144.92709828577972
1094,32338.237462606245
1095,-1623.5644039798026
1096,30739.397003091683
1097,19719.892266316165
1098,12661.531338776585
1099,7552.674108424202
1100,11303.394504517151
1101,-16496.054163436078
1102,34851.44470445931
1103,42403.41937980586
1104,-9390.142531078887
1105,14903.64867025883
1106,2726.689218915215
1107,-4958.480021604488
1108,6533.169473728557
1109,6164.578048779459
1110,41980.99434740047
1111,4991.148811322239
1112,133303.1056270887
1113,-3002.1630390716346
1114,39758.222104150904
1115,1227.0223028033743
1116,1357.8715476223242
1117,48871.529929427576
1118,31660.502647527057
1119,184986.59042839974
1120,15903.936825027313
1121,10281.662736854856
1122,82881.27130117154
1123,1566.6373660979225
1124,88284.54965866082
1125,122325.97219282553
1126,6314.748173130495
1127,-1733.0393260005058
1128,18727.553837449665
1129,1808.616661307613
1130,2799.969475824977
1131,6407.937524635292
1132,-9932.268631931795
1133,11519.379042194318
1134,-16256.936432662791
1135,4144.992083789964
1136,21122.645897750303
1137,150186.56023078482
1138,10967.533128489196
1139,-29948.900699447146
1140,-93.66473838897946
1141,24079.694255321225
1142,52497.89327652556
1143,-7593.415577548436
1144,18235.970885981165
1145,11150.40789607138
1146,-17957.293115225773
1147,33224.42885379406
1148,6924.027185405299
1149,1569.1137772283691
1150,9416.914685602695
1151,-28160.250512989707
1152,22969.33602991668
1153,52153.912922157004
1154,3232.473930445064
1155,5349.492856025828
1156,-9065.959680954751
1157,18540.261844326862
1158,-1047.8112204514546
1159,12470.246688881442
1160,4249.934091382388
1161,34470.15188978549
1162,-2824.031745930364
1163,2371.1832529607073
1164,35045.813209049054
1165,466748.77081663423
1166,-30138.257769053303
1167,2632.085168769928
1168,12115.173957760631
1169,-10975.609996858995
1170,78935.41024188971
1171,47696.35894658815
1172,-18319.378215597517
1173,6814.126855840307
1174,-118.98722583430026
1175,118756.14647517135
1176,1338.5115634586564
1177,-4848.043659659257
1178,12934.39414925545
1179,10586.330144746184
1180,-20461.903938709744
1181,27151.46086472256
1182,-1189.0073928439087
1183,14695.219758170888
1184,15269.592646202067
1185,12545.59597067037
1186,59231.55959145527
1187,278441.22737207497
1188,-18446.347113865384
1189,9298.538915509931
1190,3813.8187000980415
1191,-841.7024593742499
1192,151817.791012973
1193,4684.125455533803
1194,-5115.703279747051
1195,102659.3955923766
1196,16974.202612581634
1197,5794.235976540002
1198,5193.764477358059
1199,9463.000089623967
1200,25764.521137740754
1201,13949.295893143977
1202,100834.78625060305
1203,13271.41222305053
1204,30523.94262590438
1205,32490.48117855063
1206,9537.45996215049
1207,-5123.189638230157
1208,-6299.511995573321
1209,8757.877261161451
1210,10884.476534411508
1211,3229.212099532476
1212,12794.23112518049
1213,-3333.1504731943387
1214,11662.123715550408
1215,17075.749559816664
1216,12434.43753034833
1217,8855.191787696944
1218,8089.5559305028055
1219,30676.95319209606
1220,2541.229645027126
1221,134713.58042700976
1222,52825.6361007744
1223,-3935.1704953770604
1224,-10319.270224958367
1225,13197.99759741362
1226,30726.611297296145
1227,4615.775514861629
1228,1972.8050095217986
1229,62183.42789316797
1230,30582.481461960513
1231,1761.1600128818645
1232,-1182.1247836514667
1233,20323.31193963586
1234,5073.498255432233
1235,20379.24098558994
1236,14502.893773614273
1237,4316.283990635565
1238,-10778.190757216522
1239,135782.03322628362
1240,-2673.6904342696125
1241,12270.361679711603
1242,-365.55371052285227
1243,11888.33764357557
1244,22907.10951937054
1245,128933.98603718443
1246,31600.312373132616
1247,61.645439141226234
1248,12633.753855720099
1249,21900.006176073708
1250,5343.266266879657
1251,9606.474250795663
1252,10149.291240858885
1253,45774.68041913332
1254,89767.83642180766
1255,-1352.1248490284179
1256,1602.6784224829535
1257,17426.422053810278
1258,43728.97806732269
1259,-14081.78192676965
1260,9281.975217429395
1261,7764.993510795532
1262,27914.278316908712
1263,-6138.353110872631
1264,105227.04336443398
1265,44803.81117292968
1266,523695.76445776894
1267,8302.364578846411
1268,-7255.513850409123
1269,8845.421009981303
1270,4885.155439660754
1271,2888.423199085595
1272,12871.491803462195
1273,28032.633879222445
1274,-729.1021013478057
1275,-598.6072099157973
1276,-6388.417959256352
1277,18748.19520817166
1278,46553.301387920525
1279,9624.641553071111
1280,12988.860465937332
1281,2242.7635970451174
1282,-4773.161614554796
1283,21992.743283532094
1284,73437.90739055436
1285,96075.35795630433
1286,2688.043883165855
1287,-1157.0511440297178
1288,7643.426216400917
1289,-24979.602221080615
1290,5664.244000784908
1291,5821.352648524496
1292,8024.054372906923
1293,22386.287374371102
1294,3507.3013401004173
1295,7945.3387233754665
1296,67971.53810002608
1297,-7549.602371465244
1298,20750.249444392008
1299,23376.839988441185
1300,-23390.42899357707
1301,6295.930387402067
1302,74471.76367820206
1303,6137.548183072658
1304,99319.21116914316
1305,2159.3280524203183
1306,15287.288009494914
1307,305865.6279769403
1308,-5279.344703965608
1309,19161.80577594321
1310,-8213.731420006177
1311,10000.232680170513
1312,-12369.75699880219
1313,111184.001285346
1314,669.4793828370312
1315,6597.722005664087
1316,118934.23365493925
1317,96279.56182008582
1318,3030.3751636988763
1319,7659.067610164835
1320,4753.008562986767
1321,-9096.445239212375
1322,72197.75264394423
1323,11768.06092132331
